-0.024368858	0.013425724	0.089510165	-0.028475229	-0.052221376	-0.07740461	-0.008755604	-0.092352904	0.027443355	0.012380588	-0.03602713	0.060062997	-0.014812396	-0.011863241	-0.11894526	-0.0032518385
-0.0004624847	0.0041880617	0.019932402	0.034021642	-0.06432361	-0.076859966	-0.0079364795	-0.02191914	-0.009920047	0.00080970634	-0.021560283	0.06066709	-0.01861324	0.0693979	-0.071134865	0.013870562
0.02843838	-0.026325433	-0.020232853	0.04398004	-0.11646356	-0.07141533	-0.016647281	-0.11251645	-0.03525365	-0.094766244	-0.08150449	0.063853964	-0.06567158	0.026084945	-0.13197641	-0.014153854
0.043093964	0.033430144	0.08760259	0.028670713	-0.038958788	-0.039429836	-0.020457303	-0.053631354	-0.033587556	0.02533899	-0.032863002	0.047074143	-0.04702453	0.005591928	-0.11208443	-0.035223473
0.026618507	0.054771464	0.07639094	0.015425281	-0.07540337	-0.09553007	0.010788565	-0.0034654571	-0.015754404	-0.05699062	-0.027602632	0.01796651	0.026653457	-0.005935161	-0.13043758	-0.008218861
-0.016510032	-0.030697878	0.04153716	0.010944347	-0.090461604	-0.094930634	-0.03178659	-0.017956402	0.013364359	0.018175507	0.079367064	0.05439283	-0.047167227	-0.016714854	-0.079599835	-0.0058840467
-0.082111314	0.010040362	0.11374594	0.03708054	-0.090160176	-0.041140243	0.043230545	-0.008100246	0.039517228	-0.041130926	-0.07603026	0.038619287	0.05038298	0.007536043	-0.08714502	-0.070305936
0.036140326	0.05721963	-0.03274741	0.02632646	-0.065959856	-0.050077047	-0.050343487	-0.027514476	0.019369893	-0.040009383	0.017010858	0.12356582	-0.04180426	0.06795138	-0.09874771	-0.023482973
-0.018110491	-0.012215166	0.025913982	0.015652789	-0.04654584	0.0053172107	0.010369492	-0.122039214	-0.051441763	-0.07305915	0.013538786	0.0539366	-0.035984352	-0.027733656	-0.034087546	-0.014238578
-0.016884157	-0.052979942	0.011773397	0.03306157	0.005963289	-0.031102547	-0.041034035	-0.073704384	0.019221745	0.0009498994	-0.033988047	0.06485384	-0.0169315	0.058777172	-0.0041733677	0.043345638
-0.043234322	0.037721246	0.1467981	0.0029303557	-0.08298023	-0.05894801	0.08417274	-0.053470712	0.009222102	0.11011634	-0.043732766	0.054116085	-0.039244335	-0.009433495	-0.067035004	-0.072128445
-0.12888788	0.0818218	0.004512654	-0.021361511	-0.02095654	0.032844093	0.058463	0.011679403	0.014094623	-0.059692703	0.009014562	0.05264702	-0.08069455	0.07619416	-0.071671546	-0.010222145
-0.070643894	0.0051920996	0.13396075	0.041596923	-0.03381878	-0.03588165	-0.013968691	-0.0284492	0.013416964	0.09528842	0.017149583	0.042219028	-0.05266994	-0.09198969	-0.0051960736	0.083135195
-0.002683065	0.07161844	0.06724657	0.004892211	-0.063900456	0.07128447	0.02042789	-0.01805524	0.049210966	0.07631869	-0.1084498	0.01281677	0.041576505	0.06805531	0.0048033474	0.023208845
-0.065922074	-0.026453594	0.074496135	0.07645111	-0.078267865	-0.11174312	-0.015835851	-0.040626146	-0.009709499	-0.058095425	0.06513785	0.027258324	-0.019637614	0.06356497	-0.087657824	0.024964655
-0.01617821	-0.09235781	0.06537689	-0.0080992095	-0.099485256	-0.048221786	-0.053741533	-0.014470804	0.005716084	0.0107204495	-0.15611494	0.08602168	-0.0770714	0.08577342	-0.00783497	0.038570534
-0.018238297	-0.01181641	0.039407086	0.07174015	-0.07292568	-0.051390804	0.014325155	-0.025282491	-0.0051068035	0.06733584	0.027727688	0.059720155	0.034082796	-0.031866584	-0.07961394	-0.04317259
-0.044964872	-0.12727267	-0.010187974	-0.009151683	-0.039278064	-0.045941394	0.011481146	-0.021098653	0.06164481	0.029716056	0.0656266	-0.022331396	-0.0032796157	0.020758329	0.0041942704	0.010260876
-0.032333914	-0.072305046	0.042729124	0.08325424	0.050175216	-0.030137552	0.067616396	-0.036661673	0.002280792	0.07546182	0.047707956	0.04628399	-0.016507449	-0.01656884	-0.13393897	0.018191466
0.1273638	0.019416621	0.079153664	-0.037751406	-0.094935745	-0.05229777	-0.030296437	-0.1174849	0.047856975	-0.072468564	0.0045503876	0.015618573	-0.049043547	0.07402431	0.051080577	-0.039285924
-0.00028750423	-0.058237106	0.026597828	-0.02484362	0.12546581	0.09380964	-0.07238182	-0.011788698	-0.014140053	0.023453692	0.024255257	0.11559044	0.02265756	0.04982258	-0.07295556	-0.011648525
